observation_id,relationship_id,team_id,product,sector,geography,size_bucket,relationship_maturity,observation_period_start,observation_period_end,available_date,focal_bank_activity_zar,other_bank_activity_zar,total_multibank_wallet_zar,known_truth_share,selection_probability,selection_weight,reconciled_to_bank_records,consent_reference,provenance_class,truth_status,evidence_tier,production_e3_eligible,measured_share_label_allowed,dataset_version
DEMO-R0083-liquidity,DEMO-R0083,DEMO-TEAM-23,Liquidity,mining,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,745039862.08,3469423453.44,4214463315.52,0.17678167,0.35761014,2.79634125,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0083-fx-fx,DEMO-R0083,DEMO-TEAM-23,Cross-border FX,mining,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,461507700.15,2552996359.82,3014504059.97,0.15309573,0.35761014,2.79634125,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0083-trade-finance,DEMO-R0083,DEMO-TEAM-23,Trade finance,mining,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,416487679.9,2219354270.18,2635841950.07,0.15800935,0.35761014,2.79634125,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0084-collections,DEMO-R0084,DEMO-TEAM-24,Collections,mining,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,580947166.48,2085899147.07,2666846313.56,0.21784051,0.30608906,3.26702297,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0084-payments,DEMO-R0084,DEMO-TEAM-24,Payments,mining,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,464306042.38,554096901.16,1018402943.53,0.45591585,0.30608906,3.26702297,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0084-liquidity,DEMO-R0084,DEMO-TEAM-24,Liquidity,mining,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,783769553.98,2087837098.59,2871606652.57,0.27293764,0.30608906,3.26702297,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0084-fx-fx,DEMO-R0084,DEMO-TEAM-24,Cross-border FX,mining,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,446715040.56,846942108.83,1293657149.39,0.34531177,0.30608906,3.26702297,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0084-trade-finance,DEMO-R0084,DEMO-TEAM-24,Trade finance,mining,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,232108587.85,1641082455.63,1873191043.48,0.12391079,0.30608906,3.26702297,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0085-collections,DEMO-R0085,DEMO-TEAM-25,Collections,real_estate,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,7972007.19,22645193.8,30617200.99,0.26037675,0.35264408,2.83572036,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0085-payments,DEMO-R0085,DEMO-TEAM-25,Payments,real_estate,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,18941451.99,32206509.85,51147961.84,0.37032662,0.35264408,2.83572036,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0085-liquidity,DEMO-R0085,DEMO-TEAM-25,Liquidity,real_estate,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,15155423.88,61915071.08,77070494.97,0.19664366,0.35264408,2.83572036,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0085-fx-fx,DEMO-R0085,DEMO-TEAM-25,Cross-border FX,real_estate,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,227588038.07,1277258636.81,1504846674.89,0.1512367,0.35264408,2.83572036,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0085-trade-finance,DEMO-R0085,DEMO-TEAM-25,Trade finance,real_estate,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,6736793.53,76198750.02,82935543.55,0.08122927,0.35264408,2.83572036,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0086-collections,DEMO-R0086,DEMO-TEAM-26,Collections,consumer,South Africa,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,5008571688.4,6283795056.66,11292366745.06,0.44353605,0.38145061,2.6215714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0086-payments,DEMO-R0086,DEMO-TEAM-26,Payments,consumer,South Africa,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,11085304803.47,26892837356.58,37978142160.04,0.29188644,0.38145061,2.6215714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0086-liquidity,DEMO-R0086,DEMO-TEAM-26,Liquidity,consumer,South Africa,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,4433049497.55,13819665586.08,18252715083.63,0.24287069,0.38145061,2.6215714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0086-fx-fx,DEMO-R0086,DEMO-TEAM-26,Cross-border FX,consumer,South Africa,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,8781602379.61,25722279630.55,34503882010.17,0.25451056,0.38145061,2.6215714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0086-trade-finance,DEMO-R0086,DEMO-TEAM-26,Trade finance,consumer,South Africa,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,1128432044.94,3192940752.59,4321372797.54,0.26112814,0.38145061,2.6215714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0087-collections,DEMO-R0087,DEMO-TEAM-27,Collections,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,838999062.57,874823718.34,1713822780.91,0.48954832,0.33505419,2.98459182,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0087-payments,DEMO-R0087,DEMO-TEAM-27,Payments,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,541974539.47,787743575.91,1329718115.38,0.40758604,0.33505419,2.98459182,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0087-liquidity,DEMO-R0087,DEMO-TEAM-27,Liquidity,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,384326895.63,1649584663.22,2033911558.85,0.18895949,0.33505419,2.98459182,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0087-fx-fx,DEMO-R0087,DEMO-TEAM-27,Cross-border FX,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,290048124.04,650068798.8,940116922.84,0.30852346,0.33505419,2.98459182,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0087-trade-finance,DEMO-R0087,DEMO-TEAM-27,Trade finance,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,265903545.4,2565918661.81,2831822207.21,0.09389839,0.33505419,2.98459182,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0088-collections,DEMO-R0088,DEMO-TEAM-28,Collections,real_estate,Global,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,14900678.63,38236718.89,53137397.52,0.28041792,0.40350823,2.47826419,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0088-payments,DEMO-R0088,DEMO-TEAM-28,Payments,real_estate,Global,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,18082907.78,42023281.39,60106189.17,0.30084935,0.40350823,2.47826419,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0088-liquidity,DEMO-R0088,DEMO-TEAM-28,Liquidity,real_estate,Global,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,21347809.77,74224992.31,95572802.08,0.223367,0.40350823,2.47826419,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0088-fx-fx,DEMO-R0088,DEMO-TEAM-28,Cross-border FX,real_estate,Global,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,361950431.83,1169550598.48,1531501030.32,0.23633705,0.40350823,2.47826419,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0088-trade-finance,DEMO-R0088,DEMO-TEAM-28,Trade finance,real_estate,Global,upper_mid,established,2025-07-01,2026-06-30,2026-08-09,7677252.57,17343041.52,25020294.09,0.30684102,0.40350823,2.47826419,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0089-collections,DEMO-R0089,DEMO-TEAM-29,Collections,consumer,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,2259996464.61,3236296477.36,5496292941.97,0.41118559,0.33979718,2.94293202,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0089-payments,DEMO-R0089,DEMO-TEAM-29,Payments,consumer,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,2544247911.62,2627675217.96,5171923129.58,0.4919346,0.33979718,2.94293202,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0089-liquidity,DEMO-R0089,DEMO-TEAM-29,Liquidity,consumer,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,5998838065.73,5997044951.22,11995883016.95,0.50007474,0.33979718,2.94293202,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0089-fx-fx,DEMO-R0089,DEMO-TEAM-29,Cross-border FX,consumer,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,3660974932.14,24136341701.26,27797316633.39,0.13170246,0.33979718,2.94293202,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0089-trade-finance,DEMO-R0089,DEMO-TEAM-29,Trade finance,consumer,Global,mid,established,2025-07-01,2026-06-30,2026-08-09,792728798.62,1570329220.37,2363058018.99,0.33546734,0.33979718,2.94293202,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0090-collections,DEMO-R0090,DEMO-TEAM-30,Collections,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,493700487.61,391446780.96,885147268.56,0.55776084,0.30586497,3.26941655,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0090-payments,DEMO-R0090,DEMO-TEAM-30,Payments,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,592441242.5,1766690702.73,2359131945.23,0.25112679,0.30586497,3.26941655,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0090-liquidity,DEMO-R0090,DEMO-TEAM-30,Liquidity,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,1080019847.49,1171051940.99,2251071788.47,0.47978028,0.30586497,3.26941655,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0090-fx-fx,DEMO-R0090,DEMO-TEAM-30,Cross-border FX,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,220402132.78,475431068.96,695833201.74,0.31674564,0.30586497,3.26941655,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0090-trade-finance,DEMO-R0090,DEMO-TEAM-30,Trade finance,mining,Global,mid,developing,2025-07-01,2026-06-30,2026-08-09,218476834.35,1879427426.57,2097904260.92,0.10414052,0.30586497,3.26941655,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0091-collections,DEMO-R0091,DEMO-TEAM-01,Collections,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,923571056.46,1038734454.04,1962305510.5,0.4706561,0.31347233,3.1900742,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0091-payments,DEMO-R0091,DEMO-TEAM-01,Payments,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,3933253817.25,11988692231.75,15921946049.01,0.24703348,0.31347233,3.1900742,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0091-liquidity,DEMO-R0091,DEMO-TEAM-01,Liquidity,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,2294342691.97,5722440799.54,8016783491.51,0.28619242,0.31347233,3.1900742,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0091-fx-fx,DEMO-R0091,DEMO-TEAM-01,Cross-border FX,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,753781465.81,1643142642.35,2396924108.16,0.31447865,0.31347233,3.1900742,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0091-trade-finance,DEMO-R0091,DEMO-TEAM-01,Trade finance,insurance,South Africa,mid,developing,2025-07-01,2026-06-30,2026-08-09,29149698.31,115855227.87,145004926.18,0.20102557,0.31347233,3.1900742,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0092-collections,DEMO-R0092,DEMO-TEAM-02,Collections,insurance,SADC,large,developing,2025-07-01,2026-06-30,2026-08-09,11260064465.58,19323435338.88,30583499804.46,0.36817449,0.48780915,2.04998205,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0092-payments,DEMO-R0092,DEMO-TEAM-02,Payments,insurance,SADC,large,developing,2025-07-01,2026-06-30,2026-08-09,14233492620.0,18164201550.73,32397694170.73,0.43933659,0.48780915,2.04998205,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0092-liquidity,DEMO-R0092,DEMO-TEAM-02,Liquidity,insurance,SADC,large,developing,2025-07-01,2026-06-30,2026-08-09,11249386577.11,15431166520.1,26680553097.21,0.42163244,0.48780915,2.04998205,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0092-fx-fx,DEMO-R0092,DEMO-TEAM-02,Cross-border FX,insurance,SADC,large,developing,2025-07-01,2026-06-30,2026-08-09,1249710591.41,16404153335.6,17653863927.02,0.07078964,0.48780915,2.04998205,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0092-trade-finance,DEMO-R0092,DEMO-TEAM-02,Trade finance,insurance,SADC,large,developing,2025-07-01,2026-06-30,2026-08-09,115722919.46,551572759.1,667295678.55,0.17342075,0.48780915,2.04998205,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0093-collections,DEMO-R0093,DEMO-TEAM-03,Collections,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,814018312.76,2021999405.79,2836017718.55,0.28702864,0.35227824,2.83866527,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0093-payments,DEMO-R0093,DEMO-TEAM-03,Payments,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,1252806538.17,6009172841.17,7261979379.34,0.17251585,0.35227824,2.83866527,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0093-liquidity,DEMO-R0093,DEMO-TEAM-03,Liquidity,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,1579829859.03,10528390880.98,12108220740.01,0.13047581,0.35227824,2.83866527,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0093-fx-fx,DEMO-R0093,DEMO-TEAM-03,Cross-border FX,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,381812979.93,2354414822.02,2736227801.94,0.13953991,0.35227824,2.83866527,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0093-trade-finance,DEMO-R0093,DEMO-TEAM-03,Trade finance,mining,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,467431294.57,4519602632.84,4987033927.41,0.09372932,0.35227824,2.83866527,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0094-collections,DEMO-R0094,DEMO-TEAM-04,Collections,consumer,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,2261526253.95,4000286564.74,6261812818.69,0.36116159,0.36776237,2.71914714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0094-payments,DEMO-R0094,DEMO-TEAM-04,Payments,consumer,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,11644420882.54,30653326317.75,42297747200.29,0.27529648,0.36776237,2.71914714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0094-liquidity,DEMO-R0094,DEMO-TEAM-04,Liquidity,consumer,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,4567809667.12,13530481163.24,18098290830.36,0.25238901,0.36776237,2.71914714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0094-fx-fx,DEMO-R0094,DEMO-TEAM-04,Cross-border FX,consumer,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,11427110012.57,39640309095.42,51067419107.99,0.22376518,0.36776237,2.71914714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0094-trade-finance,DEMO-R0094,DEMO-TEAM-04,Trade finance,consumer,SADC,upper_mid,developing,2025-07-01,2026-06-30,2026-08-09,1308318713.16,2850279633.89,4158598347.04,0.31460569,0.36776237,2.71914714,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0095-collections,DEMO-R0095,DEMO-TEAM-05,Collections,mining,South Africa,upper_mid,new,2025-07-01,2026-06-30,2026-08-09,808941717.78,1682704985.77,2491646703.56,0.32466148,0.36525775,2.73779271,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0095-payments,DEMO-R0095,DEMO-TEAM-05,Payments,mining,South Africa,upper_mid,new,2025-07-01,2026-06-30,2026-08-09,1179984233.85,1470148055.79,2650132289.64,0.44525484,0.36525775,2.73779271,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0095-liquidity,DEMO-R0095,DEMO-TEAM-05,Liquidity,mining,South Africa,upper_mid,new,2025-07-01,2026-06-30,2026-08-09,802364181.06,1404087965.38,2206452146.44,0.3636445,0.36525775,2.73779271,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0095-fx-fx,DEMO-R0095,DEMO-TEAM-05,Cross-border FX,mining,South Africa,upper_mid,new,2025-07-01,2026-06-30,2026-08-09,642955574.57,2084478390.67,2727433965.24,0.23573644,0.36525775,2.73779271,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0095-trade-finance,DEMO-R0095,DEMO-TEAM-05,Trade finance,mining,South Africa,upper_mid,new,2025-07-01,2026-06-30,2026-08-09,380647507.03,1468775865.2,1849423372.22,0.20581956,0.36525775,2.73779271,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0096-collections,DEMO-R0096,DEMO-TEAM-06,Collections,consumer,Global,large,new,2025-07-01,2026-06-30,2026-08-09,4593299797.71,16246212457.09,20839512254.8,0.22041302,0.48057409,2.08084458,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0096-payments,DEMO-R0096,DEMO-TEAM-06,Payments,consumer,Global,large,new,2025-07-01,2026-06-30,2026-08-09,19265044980.8,45739000160.24,65004045141.05,0.29636686,0.48057409,2.08084458,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0096-liquidity,DEMO-R0096,DEMO-TEAM-06,Liquidity,consumer,Global,large,new,2025-07-01,2026-06-30,2026-08-09,6329739201.07,30861107650.25,37190846851.32,0.17019616,0.48057409,2.08084458,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0096-fx-fx,DEMO-R0096,DEMO-TEAM-06,Cross-border FX,consumer,Global,large,new,2025-07-01,2026-06-30,2026-08-09,4064027717.97,53355376226.4,57419403944.36,0.07077795,0.48057409,2.08084458,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0096-trade-finance,DEMO-R0096,DEMO-TEAM-06,Trade finance,consumer,Global,large,new,2025-07-01,2026-06-30,2026-08-09,3888960635.87,20768417168.85,24657377804.73,0.15771996,0.48057409,2.08084458,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0097-collections,DEMO-R0097,DEMO-TEAM-07,Collections,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,2070588199.45,1752016956.73,3822605156.18,0.54166939,0.31766196,3.14800051,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0097-payments,DEMO-R0097,DEMO-TEAM-07,Payments,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,4974346424.88,12627652917.58,17601999342.46,0.28260122,0.31766196,3.14800051,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0097-liquidity,DEMO-R0097,DEMO-TEAM-07,Liquidity,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,3526246363.13,7268334008.02,10794580371.14,0.32666822,0.31766196,3.14800051,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0097-fx-fx,DEMO-R0097,DEMO-TEAM-07,Cross-border FX,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,1761322831.26,5239390023.74,7000712855.0,0.25159193,0.31766196,3.14800051,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0097-trade-finance,DEMO-R0097,DEMO-TEAM-07,Trade finance,insurance,South Africa,mid,established,2025-07-01,2026-06-30,2026-08-09,142324108.05,834397488.39,976721596.43,0.14571615,0.31766196,3.14800051,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0098-collections,DEMO-R0098,DEMO-TEAM-08,Collections,mining,South Africa,large,new,2025-07-01,2026-06-30,2026-08-09,3003920961.34,7256463033.7,10260383995.04,0.29276886,0.46014183,2.17324296,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0098-payments,DEMO-R0098,DEMO-TEAM-08,Payments,mining,South Africa,large,new,2025-07-01,2026-06-30,2026-08-09,952383035.19,2317632169.63,3270015204.81,0.29124728,0.46014183,2.17324296,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0098-liquidity,DEMO-R0098,DEMO-TEAM-08,Liquidity,mining,South Africa,large,new,2025-07-01,2026-06-30,2026-08-09,3608092045.4,16587805078.23,20195897123.63,0.17865471,0.46014183,2.17324296,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
DEMO-R0098-fx-fx,DEMO-R0098,DEMO-TEAM-08,Cross-border FX,mining,South Africa,large,new,2025-07-01,2026-06-30,2026-08-09,2550606111.81,25259861622.66,27810467734.47,0.09171389,0.46014183,2.17324296,False,,SYNTHETIC_SIMULATION,SIMULATED_KNOWN_TRUTH,,False,False,representative-multibank-analog-1.0.0+seed.20260809
