observation_id,relationship_id,team_id,product,sector,encouragement_arm,assignment_probability,qualified_action_30d,pipeline_milestone_60d,reconciled_outcome_90d,simulated_contribution_zar,censored,outcome_provenance,production_causal_claim_allowed
DEMO-R0075-payments,DEMO-R0075,DEMO-TEAM-15,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0075-liquidity,DEMO-R0075,DEMO-TEAM-15,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0075-fx-fx,DEMO-R0075,DEMO-TEAM-15,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0075-trade-finance,DEMO-R0075,DEMO-TEAM-15,Trade finance,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0076-collections,DEMO-R0076,DEMO-TEAM-16,Collections,tech,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0076-payments,DEMO-R0076,DEMO-TEAM-16,Payments,tech,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0076-liquidity,DEMO-R0076,DEMO-TEAM-16,Liquidity,tech,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0076-fx-fx,DEMO-R0076,DEMO-TEAM-16,Cross-border FX,tech,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0076-trade-finance,DEMO-R0076,DEMO-TEAM-16,Trade finance,tech,0,0.5,1,1,1,60248.11,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0077-collections,DEMO-R0077,DEMO-TEAM-17,Collections,industrials_pharma,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0077-payments,DEMO-R0077,DEMO-TEAM-17,Payments,industrials_pharma,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0077-liquidity,DEMO-R0077,DEMO-TEAM-17,Liquidity,industrials_pharma,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0077-fx-fx,DEMO-R0077,DEMO-TEAM-17,Cross-border FX,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0077-trade-finance,DEMO-R0077,DEMO-TEAM-17,Trade finance,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0078-collections,DEMO-R0078,DEMO-TEAM-18,Collections,industrials_pharma,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0078-payments,DEMO-R0078,DEMO-TEAM-18,Payments,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0078-liquidity,DEMO-R0078,DEMO-TEAM-18,Liquidity,industrials_pharma,1,0.5,0,0,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0078-fx-fx,DEMO-R0078,DEMO-TEAM-18,Cross-border FX,industrials_pharma,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0078-trade-finance,DEMO-R0078,DEMO-TEAM-18,Trade finance,industrials_pharma,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0079-collections,DEMO-R0079,DEMO-TEAM-19,Collections,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0079-payments,DEMO-R0079,DEMO-TEAM-19,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0079-liquidity,DEMO-R0079,DEMO-TEAM-19,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0079-fx-fx,DEMO-R0079,DEMO-TEAM-19,Cross-border FX,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0079-trade-finance,DEMO-R0079,DEMO-TEAM-19,Trade finance,consumer,1,0.5,0,0,1,864729.32,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0080-collections,DEMO-R0080,DEMO-TEAM-20,Collections,consumer,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0080-payments,DEMO-R0080,DEMO-TEAM-20,Payments,consumer,1,0.5,1,1,1,908922.61,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0080-liquidity,DEMO-R0080,DEMO-TEAM-20,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0080-fx-fx,DEMO-R0080,DEMO-TEAM-20,Cross-border FX,consumer,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0080-trade-finance,DEMO-R0080,DEMO-TEAM-20,Trade finance,consumer,1,0.5,0,0,1,573520.17,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0081-collections,DEMO-R0081,DEMO-TEAM-21,Collections,consumer,0,0.5,0,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0081-payments,DEMO-R0081,DEMO-TEAM-21,Payments,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0081-liquidity,DEMO-R0081,DEMO-TEAM-21,Liquidity,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0081-fx-fx,DEMO-R0081,DEMO-TEAM-21,Cross-border FX,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0081-trade-finance,DEMO-R0081,DEMO-TEAM-21,Trade finance,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0082-collections,DEMO-R0082,DEMO-TEAM-22,Collections,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0082-payments,DEMO-R0082,DEMO-TEAM-22,Payments,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0082-liquidity,DEMO-R0082,DEMO-TEAM-22,Liquidity,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0082-fx-fx,DEMO-R0082,DEMO-TEAM-22,Cross-border FX,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0082-trade-finance,DEMO-R0082,DEMO-TEAM-22,Trade finance,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0083-collections,DEMO-R0083,DEMO-TEAM-23,Collections,mining,1,0.5,1,1,1,129226.59,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0083-payments,DEMO-R0083,DEMO-TEAM-23,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0083-liquidity,DEMO-R0083,DEMO-TEAM-23,Liquidity,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0083-fx-fx,DEMO-R0083,DEMO-TEAM-23,Cross-border FX,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0083-trade-finance,DEMO-R0083,DEMO-TEAM-23,Trade finance,mining,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0084-collections,DEMO-R0084,DEMO-TEAM-24,Collections,mining,1,0.5,1,1,1,58294.96,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0084-payments,DEMO-R0084,DEMO-TEAM-24,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0084-liquidity,DEMO-R0084,DEMO-TEAM-24,Liquidity,mining,1,0.5,1,1,1,65677.16,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0084-fx-fx,DEMO-R0084,DEMO-TEAM-24,Cross-border FX,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0084-trade-finance,DEMO-R0084,DEMO-TEAM-24,Trade finance,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0085-collections,DEMO-R0085,DEMO-TEAM-25,Collections,real_estate,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0085-payments,DEMO-R0085,DEMO-TEAM-25,Payments,real_estate,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0085-liquidity,DEMO-R0085,DEMO-TEAM-25,Liquidity,real_estate,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0085-fx-fx,DEMO-R0085,DEMO-TEAM-25,Cross-border FX,real_estate,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0085-trade-finance,DEMO-R0085,DEMO-TEAM-25,Trade finance,real_estate,1,0.5,1,1,1,17184.33,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0086-collections,DEMO-R0086,DEMO-TEAM-26,Collections,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0086-payments,DEMO-R0086,DEMO-TEAM-26,Payments,consumer,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0086-liquidity,DEMO-R0086,DEMO-TEAM-26,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0086-fx-fx,DEMO-R0086,DEMO-TEAM-26,Cross-border FX,consumer,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0086-trade-finance,DEMO-R0086,DEMO-TEAM-26,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0087-collections,DEMO-R0087,DEMO-TEAM-27,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0087-payments,DEMO-R0087,DEMO-TEAM-27,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0087-liquidity,DEMO-R0087,DEMO-TEAM-27,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0087-fx-fx,DEMO-R0087,DEMO-TEAM-27,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0087-trade-finance,DEMO-R0087,DEMO-TEAM-27,Trade finance,mining,0,0.5,1,1,1,563436.47,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0088-collections,DEMO-R0088,DEMO-TEAM-28,Collections,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0088-payments,DEMO-R0088,DEMO-TEAM-28,Payments,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0088-liquidity,DEMO-R0088,DEMO-TEAM-28,Liquidity,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0088-fx-fx,DEMO-R0088,DEMO-TEAM-28,Cross-border FX,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0088-trade-finance,DEMO-R0088,DEMO-TEAM-28,Trade finance,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0089-collections,DEMO-R0089,DEMO-TEAM-29,Collections,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0089-payments,DEMO-R0089,DEMO-TEAM-29,Payments,consumer,1,0.5,0,0,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0089-liquidity,DEMO-R0089,DEMO-TEAM-29,Liquidity,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0089-fx-fx,DEMO-R0089,DEMO-TEAM-29,Cross-border FX,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0089-trade-finance,DEMO-R0089,DEMO-TEAM-29,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0090-collections,DEMO-R0090,DEMO-TEAM-30,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0090-payments,DEMO-R0090,DEMO-TEAM-30,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0090-liquidity,DEMO-R0090,DEMO-TEAM-30,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0090-fx-fx,DEMO-R0090,DEMO-TEAM-30,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0090-trade-finance,DEMO-R0090,DEMO-TEAM-30,Trade finance,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0091-collections,DEMO-R0091,DEMO-TEAM-01,Collections,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0091-payments,DEMO-R0091,DEMO-TEAM-01,Payments,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0091-liquidity,DEMO-R0091,DEMO-TEAM-01,Liquidity,insurance,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0091-fx-fx,DEMO-R0091,DEMO-TEAM-01,Cross-border FX,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0091-trade-finance,DEMO-R0091,DEMO-TEAM-01,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0092-collections,DEMO-R0092,DEMO-TEAM-02,Collections,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0092-payments,DEMO-R0092,DEMO-TEAM-02,Payments,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0092-liquidity,DEMO-R0092,DEMO-TEAM-02,Liquidity,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0092-fx-fx,DEMO-R0092,DEMO-TEAM-02,Cross-border FX,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0092-trade-finance,DEMO-R0092,DEMO-TEAM-02,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0093-collections,DEMO-R0093,DEMO-TEAM-03,Collections,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0093-payments,DEMO-R0093,DEMO-TEAM-03,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0093-liquidity,DEMO-R0093,DEMO-TEAM-03,Liquidity,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0093-fx-fx,DEMO-R0093,DEMO-TEAM-03,Cross-border FX,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0093-trade-finance,DEMO-R0093,DEMO-TEAM-03,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0094-collections,DEMO-R0094,DEMO-TEAM-04,Collections,consumer,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0094-payments,DEMO-R0094,DEMO-TEAM-04,Payments,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0094-liquidity,DEMO-R0094,DEMO-TEAM-04,Liquidity,consumer,0,0.5,1,1,1,480871.2,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0094-fx-fx,DEMO-R0094,DEMO-TEAM-04,Cross-border FX,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0094-trade-finance,DEMO-R0094,DEMO-TEAM-04,Trade finance,consumer,0,0.5,1,1,1,230828.41,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0095-collections,DEMO-R0095,DEMO-TEAM-05,Collections,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0095-payments,DEMO-R0095,DEMO-TEAM-05,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0095-liquidity,DEMO-R0095,DEMO-TEAM-05,Liquidity,mining,1,0.5,1,1,1,14439.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0095-fx-fx,DEMO-R0095,DEMO-TEAM-05,Cross-border FX,mining,1,0.5,1,0,1,201608.11,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0095-trade-finance,DEMO-R0095,DEMO-TEAM-05,Trade finance,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0096-collections,DEMO-R0096,DEMO-TEAM-06,Collections,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0096-payments,DEMO-R0096,DEMO-TEAM-06,Payments,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0096-liquidity,DEMO-R0096,DEMO-TEAM-06,Liquidity,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0096-fx-fx,DEMO-R0096,DEMO-TEAM-06,Cross-border FX,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0096-trade-finance,DEMO-R0096,DEMO-TEAM-06,Trade finance,consumer,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0097-collections,DEMO-R0097,DEMO-TEAM-07,Collections,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0097-payments,DEMO-R0097,DEMO-TEAM-07,Payments,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0097-liquidity,DEMO-R0097,DEMO-TEAM-07,Liquidity,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0097-fx-fx,DEMO-R0097,DEMO-TEAM-07,Cross-border FX,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0097-trade-finance,DEMO-R0097,DEMO-TEAM-07,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0098-collections,DEMO-R0098,DEMO-TEAM-08,Collections,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0098-payments,DEMO-R0098,DEMO-TEAM-08,Payments,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0098-liquidity,DEMO-R0098,DEMO-TEAM-08,Liquidity,mining,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0098-fx-fx,DEMO-R0098,DEMO-TEAM-08,Cross-border FX,mining,1,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0098-trade-finance,DEMO-R0098,DEMO-TEAM-08,Trade finance,mining,1,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0099-collections,DEMO-R0099,DEMO-TEAM-09,Collections,mining,0,0.5,1,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0099-payments,DEMO-R0099,DEMO-TEAM-09,Payments,mining,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0099-liquidity,DEMO-R0099,DEMO-TEAM-09,Liquidity,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0099-fx-fx,DEMO-R0099,DEMO-TEAM-09,Cross-border FX,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0099-trade-finance,DEMO-R0099,DEMO-TEAM-09,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0100-collections,DEMO-R0100,DEMO-TEAM-10,Collections,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0100-payments,DEMO-R0100,DEMO-TEAM-10,Payments,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0100-liquidity,DEMO-R0100,DEMO-TEAM-10,Liquidity,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0100-fx-fx,DEMO-R0100,DEMO-TEAM-10,Cross-border FX,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0100-trade-finance,DEMO-R0100,DEMO-TEAM-10,Trade finance,insurance,0,0.5,1,1,1,74297.94,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0101-collections,DEMO-R0101,DEMO-TEAM-11,Collections,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0101-payments,DEMO-R0101,DEMO-TEAM-11,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0101-liquidity,DEMO-R0101,DEMO-TEAM-11,Liquidity,mining,0,0.5,0,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0101-fx-fx,DEMO-R0101,DEMO-TEAM-11,Cross-border FX,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0101-trade-finance,DEMO-R0101,DEMO-TEAM-11,Trade finance,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0102-collections,DEMO-R0102,DEMO-TEAM-12,Collections,industrials_pharma,1,0.5,0,0,1,6895.88,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0102-payments,DEMO-R0102,DEMO-TEAM-12,Payments,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0102-liquidity,DEMO-R0102,DEMO-TEAM-12,Liquidity,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0102-fx-fx,DEMO-R0102,DEMO-TEAM-12,Cross-border FX,industrials_pharma,1,0.5,1,1,1,887349.72,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0102-trade-finance,DEMO-R0102,DEMO-TEAM-12,Trade finance,industrials_pharma,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0103-collections,DEMO-R0103,DEMO-TEAM-13,Collections,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0103-payments,DEMO-R0103,DEMO-TEAM-13,Payments,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0103-liquidity,DEMO-R0103,DEMO-TEAM-13,Liquidity,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0103-fx-fx,DEMO-R0103,DEMO-TEAM-13,Cross-border FX,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0103-trade-finance,DEMO-R0103,DEMO-TEAM-13,Trade finance,real_estate,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0104-collections,DEMO-R0104,DEMO-TEAM-14,Collections,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0104-payments,DEMO-R0104,DEMO-TEAM-14,Payments,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0104-liquidity,DEMO-R0104,DEMO-TEAM-14,Liquidity,consumer,1,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0104-fx-fx,DEMO-R0104,DEMO-TEAM-14,Cross-border FX,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0104-trade-finance,DEMO-R0104,DEMO-TEAM-14,Trade finance,consumer,1,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0105-collections,DEMO-R0105,DEMO-TEAM-15,Collections,insurance,0,0.5,0,1,1,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0105-payments,DEMO-R0105,DEMO-TEAM-15,Payments,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0105-liquidity,DEMO-R0105,DEMO-TEAM-15,Liquidity,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0105-fx-fx,DEMO-R0105,DEMO-TEAM-15,Cross-border FX,insurance,0,0.5,1,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0105-trade-finance,DEMO-R0105,DEMO-TEAM-15,Trade finance,insurance,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0106-collections,DEMO-R0106,DEMO-TEAM-16,Collections,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0106-payments,DEMO-R0106,DEMO-TEAM-16,Payments,mining,0,0.5,0,0,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
DEMO-R0106-liquidity,DEMO-R0106,DEMO-TEAM-16,Liquidity,mining,0,0.5,1,1,0,0.0,False,SYNTHETIC_CAUSAL_REHEARSAL,False
